PART#,CROSS,NV,TX,PA,FL,PRICE
56-2326,,2,0,0,0,40.88
56-2327,,0,0,0,0,28.52
56-2356,,0,0,0,0,19.08
56-2357,,0,0,0,0,29.12
56-2358,,1,0,0,0,159.39
56-2359,,0,0,0,0,178.32
56-2360,,0,0,0,0,478.3
56-2362,,0,0,0,0,29.55
56-2363,,0,0,0,10,37.13
56-2364,,0,0,0,0,464.55
56-2365,,0,0,0,0,81.86
56-2367,,0,0,0,0,29.62
56-2604,,2,0,0,0,9.56
57-00001,,0,0,0,0,35.28
57-0001,,108,6,0,3,34.18
57-0001A,,0,0,0,0,101.84
57-0002,,26,1,0,3,41.41
57-0002A,,0,0,0,0,63.66
57-0002FD,,0,0,0,0,140.77
57-0003,,56,0,0,1,13.59
57-0003FD,,0,0,0,0,33.91
57-0003MC,,0,0,0,0,65.88
57-0004,,101,2,0,4,25.37
57-0004FD,,0,0,0,0,105
57-0005,,0,0,0,0,38.19
57-0006,,7,1,0,0,40.77
57-0007,,8,1,0,0,73.21
57-0008,,35,7,0,0,36.68
57-0008FD,,0,0,0,0,192.84
57-0009,,27,0,0,9,35.56
57-0010,,15,1,0,9,12.32
57-0010A,,0,0,0,0,17.5
57-0010FD,,0,0,0,0,38.42
57-0011,,0,0,0,0,34.54
57-0012,,12,2,0,0,32.74
57-0013,,10,2,0,1,53.71
57-0014,,2,0,0,1,28.36
57-0015,,0,0,0,0,97.06
57-0016,,0,0,0,0,85.92
57-0017,,15,0,0,1,38.04
57-0018,,0,0,0,0,114.41
57-0019,,38,0,0,2,29.32
57-0019A,,0,0,0,0,44.56
57-0019GM,,0,0,0,0,132.81
57-0020,,25,2,0,2,68.22
57-0021,,3,1,0,0,32.46
57-0022,,0,0,0,0,57.29
57-0023,,81,35,0,48,19
57-0023A,,0,0,0,0,30.24
57-0023FD,,4,0,0,0,94.47
57-0024,,0,0,0,0,25.19
57-0025,,0,0,0,0,101.84
57-0026,,0,0,0,0,52.51
57-0027,,1,0,0,0,168.69
57-0028,,0,0,0,0,58.88
57-0029,,1,0,0,0,43.74
57-0030,,0,0,0,0,68.42
57-0031,,0,0,0,1,101.84
57-0032,,0,0,0,0,50.92
57-0033,,0,0,0,0,63.66
57-0034,,0,0,0,0,119.35
57-0035,,1,0,0,0,70.02
57-0036,,0,0,0,0,77.98
57-0037,,1,0,0,0,62.06
57-0038,,14,0,0,0,93.89
57-0039,,0,0,0,0,111.39
57-0041,,25,1,0,0,49.64
57-0042,,0,0,0,0,81.16
57-0043,,0,0,0,0,42.65
57-0044,,0,0,0,0,215.14
57-0045,,0,0,0,0,38.35
57-0046,,15,1,0,4,26.03
57-0047,,10,5,0,11,23.18
57-0048,,5,0,0,0,14.65
57-0049,,0,0,0,0,17.77
57-0050,,12,0,0,0,39.01
57-0050A,,0,0,0,0,89.73
57-0051,,0,0,0,0,32.84
57-0052,,0,0,0,0,40.7
57-0053,,13,1,0,12,33.25
57-0054,,49,0,0,4,32.48
57-0055,,0,0,0,0,58.88
57-0056,,0,0,0,0,77.98
57-0057,,5,0,0,0,62.06
57-0058,,0,0,0,0,97.06
57-0059,,0,0,0,0,55.7
57-0060,,2,2,0,2,43.52
57-0061,,0,0,0,0,256.2
57-0062,,0,0,0,0,44.56
57-0063,,0,0,0,0,44.56
57-0064,,0,0,0,1,164.7
57-0065,,0,0,0,0,36.6
57-0066,,13,0,0,1,28.25
57-0067,,0,0,0,0,44.56
57-0068,,16,0,0,0,96.75
57-0069,,15,5,0,2,8.69
57-0070,,0,0,0,0,62.06
57-0071,,0,0,0,0,37.09
57-0072,,0,0,0,1,142.12
57-0073,,0,0,0,0,58.88
57-0074,,0,0,0,0,49.84
57-0075,,1,0,0,0,27.44
57-0076,,0,0,0,0,233.65
57-0077,,0,0,0,0,23.87
57-0078,,0,0,0,0,70.02
57-0079,,0,0,0,0,31.82
57-0080,,1,0,0,0,70.02
57-0081,,93,0,0,0,47.09
57-0081A,,0,0,0,0,51.39
57-0082,,0,0,0,0,63.66
57-0083,,39,0,0,2,35.19
57-0084,,27,1,0,5,12.1
57-0085,,0,0,0,0,111.39
57-0086,,0,0,0,0,47.25
57-0087,,87,0,0,1,36.51
57-0087FD,,1,0,0,0,150.74
57-0088,,0,0,0,0,117.76
57-0089,,143,79,0,11,21.04
57-0089FD,,0,0,0,0,94.01
57-0090,,13,2,0,2,30.07
57-0091,,2,3,0,2,23.21
57-0092,,7,0,0,1,87.68
57-0093,,0,0,0,0,68.42
57-0094,,0,0,0,0,66.84
57-0095,,1,2,0,6,41.24
57-0096,,0,0,0,0,53.15
57-0097,,0,0,0,3,206.87
57-0098,,8,0,0,0,162.32
57-0099,,0,0,0,0,76.38
57-0100,,0,0,0,0,62.06
57-0101,,0,0,0,0,27.06
57-0102,,0,0,0,0,82.74
57-0103,,0,0,0,0,77.98
57-0104,,0,0,0,0,18.62
57-0105,,0,0,0,0,65.84
57-0106,,6,2,0,0,33.17
57-0107,,0,0,0,0,27.06
57-0108,,1,0,0,0,36.6
57-0109,,21,2,0,4,16.8
57-0110,,2,1,0,1,10.54
57-0111,,0,0,0,0,55.7
57-0112,,0,0,0,0,20.2
57-0113,,1,0,0,0,60.47
57-0114,,69,1,0,1,31.74
57-0114A,,0,0,0,0,42.33
57-0114FD,,0,0,0,0,140.99
57-0115,,0,1,0,0,43.26
57-0115A,,0,0,0,0,55.7
57-0116,,61,0,0,5,37.25
57-0117,,34,0,0,1,39.55
57-0117A,,0,0,0,0,44.56
57-0117FD,,1,0,0,0,348.01
57-0118,,3,0,0,0,63.66
57-0119,,12,0,0,0,19.2
57-0120,,34,0,0,0,63.66
57-0121,,10,0,0,0,62.06
57-0122,,0,0,0,0,47.1
57-0123,,0,0,0,0,39.79
57-0124,,0,0,0,0,41.06
57-0125,,0,0,0,0,45.19
57-0126,,0,0,0,4,51.05
57-0127,,0,0,0,2,44.64
57-0127A,,0,0,0,0,149.58
57-0128,,1,0,0,0,31.19
57-0129,,3,13,0,9,17.38
57-0130,,0,0,0,0,38.48
57-0131,,6,0,0,2,45.82
57-0132,,21,0,0,1,47.74
57-0133,,15,0,0,0,19.65
57-0134,,0,0,0,0,36.73
57-0135,,1,0,0,2,14.66
57-0136,,0,0,0,0,101.84
57-0137,,1,0,0,0,38.19
57-0138,,26,0,0,0,140.04
57-0139,,0,0,0,0,92.3
57-0140,,0,0,0,0,28.64
57-0141,,31,0,0,1,30.88
57-0142,,15,1,0,0,36.28
57-0143,,9,0,0,0,58.88
57-0144,,0,0,0,0,72.25
57-0145,,6,0,0,0,26.09
57-0146,,0,0,0,0,55.7
57-0147,,18,3,0,1,32.36
57-0148,,0,0,0,0,23.87
57-0149,,13,0,0,1,9.82
57-0150,,12,3,0,3,38.67
57-0150A,,0,0,0,0,38.19
57-0151,,9,2,0,0,50.92
57-0152,,0,0,0,1,38.19
57-0153,,0,0,0,0,85.92
57-0154,,0,0,0,0,44.56
57-0155,,18,0,0,0,95.96
57-0156,,0,1,0,0,74.39
57-0157,,13,1,0,0,24.14
57-0158,,3,0,0,3,19.2
57-0159,,5,0,0,4,58.59
57-0160,,6,0,0,1,18.68
57-0160FD,,0,0,0,0,80.76
57-0161,,0,0,0,0,70.02
57-0162,,0,0,0,0,50.92
57-0163,,5,0,0,0,127.3
57-0164,,3,2,0,2,26.86
57-0165,,0,0,0,0,13.42
57-0166,,21,1,0,0,9.22
57-0167,,0,0,0,0,85.92
57-0168,,0,0,0,0,35
57-0169,,0,0,0,0,280.07
57-0170,,0,0,0,0,23.87
57-0171,,0,0,0,1,79.48
57-0172,,0,0,0,1,69.06
57-0173,,0,0,0,0,254.61
57-0174,,0,0,0,0,44.56
57-0175,,0,0,0,0,36.6
57-0176,,0,0,0,0,97.06
57-0177,,0,0,0,0,206.87
57-0178,,0,0,0,0,27.06
57-0179,,5,0,0,2,14.78
57-0180,,0,0,0,0,77.98
57-0181,,0,0,0,0,179.82
57-0182,,0,1,0,0,77.98
57-0183,,19,0,0,0,72.57
57-0184,,1,0,0,0,22.54
57-0185,,2,0,0,3,19.71
57-0186,,0,0,0,0,57.29
57-0187,,19,0,0,0,62.44
57-0188,,8,55,0,0,28.47
57-0189,,1,1,0,1,31.55
57-0190,,1,0,0,0,95.48
57-0191,,0,0,0,0,54.1
57-0192,,0,0,0,0,27.06
57-0193,,4,2,0,0,33.02
57-0194,,110,1,0,0,19.13
57-0194FD,,0,0,0,0,67.22
57-0195,,0,0,0,0,20.68
57-0196,,0,0,0,0,41.38
57-0197,,31,0,0,1,37.92
57-0197FD,,0,0,0,0,192.86
57-0198,,0,0,0,0,85.05
57-0199,,8,0,0,2,41.44
57-0200,,0,0,0,0,41.06
57-0201,,6,4,0,2,17.7
57-0202,,0,0,0,0,97.06
57-0203,,2,0,0,0,24.55
57-0204,,0,0,0,0,63.66
57-0205,,0,0,0,0,23.87
57-0206,,42,0,0,0,19.1
57-0207,,7,0,0,0,12.74
57-0208,,17,10,0,0,41.05
57-0209,,16,3,0,12,33.9
57-0210,,0,0,0,0,281.67
57-0211,,1,0,0,0,135.89
57-0212,,17,0,0,5,17.59
57-0213,,1,0,0,0,66.84
57-0214,,0,0,0,3,28.56
57-0215,,0,1,0,0,30.05
57-0216,,2,0,0,3,29.7
57-0217,,0,0,0,0,101.84
57-0218,,1,0,0,0,36.94
57-0219,,10,1,0,0,49.32
57-0220,,0,0,0,0,140.04
57-0221,,7,0,0,0,140.04
57-0222,,6,3,0,2,11.07
57-0223,,44,8,0,1,38.6
57-0223A,,0,0,0,0,63.66
57-0224,,63,11,0,5,12.79
57-0225,,141,9,0,2,17.72
57-0226,,74,116,0,7,10.28
57-0227,,76,2,0,5,11.5
57-0228,,0,45,0,1,13.36
57-0229,,60,7,0,1,12.51
57-0230,,103,18,0,8,11.86
57-0230A,,0,0,0,0,17.5
57-0231,,0,0,0,1,11.23
57-0232,,5,0,0,3,15.81
57-0233,,1,0,0,0,38.19
57-0234,,0,0,0,0,23.93
57-0235,,9,8,0,5,19.26
57-0236,,0,0,0,0,178.22
57-0237,,0,0,0,0,101.84
57-0238,,0,0,0,0,143.22
57-0239,,0,0,0,0,28.64
57-0240,,0,0,0,0,28.64
57-0241,,0,0,0,0,16.06
57-0241A,,0,0,0,0,85.92
57-0242,,0,0,0,0,147.47
57-0243,,23,1,0,1,36.44
57-0243FD,,0,0,0,0,97.15
57-0244,,0,0,0,2,12.74
57-0245,,0,0,0,0,317.94
57-0246,,53,1,0,6,15.32
57-0247,,0,0,0,0,63.66
57-0248,,1,0,0,0,17.5
57-0249,,0,0,0,0,66.84
57-0250,,0,0,0,0,57.29
57-0251,,3,0,0,1,76.38
57-0252,,3,1,0,2,21.18
57-0253,,0,0,0,0,49.97
57-0254,,7,0,0,0,56.65
57-0255,,0,0,0,0,112.98
57-0256,,18,2,0,2,35.91
57-0256A,,0,0,0,0,41.38
57-0257,,13,1,0,8,13.57
57-0258,,2,0,0,0,63.66
57-0259,,0,0,0,0,27.06
57-0260,,0,0,0,0,44.56
57-0261,,0,0,0,0,55.7
57-0262,,33,0,0,1,37.08
57-0262A,,0,0,0,0,45.35
57-0263,,12,1,0,1,14.66
57-0263MPR,,0,0,0,0,200.77
57-0264,,0,0,0,0,50.92
57-0265,,40,14,0,1,17.72
57-0266,,0,0,0,1,23.87
57-0267,,0,0,0,0,85.92
57-0268,,2,2,0,1,24.55
57-0268FD,,0,0,0,0,102.72
57-0269,,0,0,0,0,51.03
57-0270,,1,0,0,0,70.02
57-0271,,0,0,0,0,63.66
57-0272,,0,0,0,0,112.98
57-0274,,1,1,0,0,160.72
57-0275,,0,0,0,0,93.25
57-0276,,0,0,0,0,99.14
57-0277,,0,0,0,0,74.25
57-0279,,0,0,0,0,189.37
57-0280,,1,0,0,0,57.29
57-0281,,0,0,0,0,44.56
57-0282,,0,0,0,0,20.68
57-0283,,0,0,0,0,57.29
57-0284,,2,0,0,0,38.83
57-0285,,0,0,0,0,66.84
57-0286,,26,0,0,0,40.69
57-0287,,0,0,0,0,121.22
57-0287FD,,0,0,0,0,128.28
57-0288,,20,2,0,4,21.82
57-0288FD,,0,0,0,0,109.94
57-0289,,24,0,0,1,16.91
57-0289FD,,7,1,0,0,86.75
57-0290,,0,0,0,0,14.9
57-0290FD,,0,0,0,0,114.53
57-0291,,20,1,0,0,11.78
57-0291FD,,1,0,0,0,99.46
57-0292,,0,0,0,0,12.47
57-0292FD,,0,0,0,0,50.53
57-0293,,0,0,0,0,105.03
57-0293FD,,0,0,0,0,52.35
57-0294,,0,0,0,0,452.91
57-0295,,0,0,0,0,143.22
57-0296,,0,0,0,0,66.84
57-0297,,19,6,0,7,17.21
57-0298,,0,0,0,0,15.36
57-0299,,0,0,0,0,66.84
57-0300,,0,0,0,0,82.74
57-0301,,35,2,0,4,41.45
57-0302,,0,0,0,0,70.35
57-0303,,0,0,0,0,63.01
57-0304,,17,0,0,0,69.06
57-0305,,0,0,0,0,106.62
57-0306,,0,0,0,0,38.19
57-0307,,0,0,0,0,367.59
57-0308,,0,0,0,0,120.95
57-0309,,0,0,0,0,46.15
57-0310,,0,0,0,0,62.06
57-0311,,3,0,0,1,97.06
57-0312,,0,0,0,0,101.84
57-0313,,18,1,0,2,36.51
57-0313FD,,0,0,0,0,100.31
57-0314,,0,0,0,0,175.04
57-0315,,18,1,0,1,38.2
57-0316,,8,3,0,0,13.63
57-0317,,4,0,0,0,18.68
57-0318,,20,0,0,1,16.15
57-0319,,0,0,0,0,57.36
57-0320,,20,1,0,2,28.73
57-0320FD,,0,0,0,0,75.33
57-0321,,0,0,0,0,206.87
57-0322,,84,3,0,4,12.81
57-0323,,28,1,0,17,16.74
57-0323A,,0,0,0,0,31.82
57-0324,,41,1,0,1,16.54
57-0324A,,0,0,0,0,30.23
57-0325,,10,0,0,6,42.25
57-0326,,35,0,0,32,13.04
57-0327,,27,0,0,6,38.42
57-0328,,93,0,0,4,29.58
57-0329,,0,0,0,0,57.29
57-0330,,1,0,0,0,241.88
57-0331,,15,0,0,9,13.99
57-0332,,3,0,0,1,29.15
57-0333,,1,0,0,0,159.13
57-0334,,0,0,0,0,159.13
57-0335,,0,0,0,1,159.13
57-0336,,1,0,0,0,31.82
57-0337,,0,0,0,0,159.13
57-0338,,1,0,0,0,159.13
57-0339,,0,0,0,0,108.5
57-0340,,0,0,0,0,159.13
57-0341,,1,0,0,0,159.13
57-0342,,0,0,0,0,45.35
57-0343,,17,1,0,16,20.47
57-0344,,5,0,0,0,31.82
57-0345,,0,0,0,0,47.74
57-0346,,0,0,0,1,65.58
57-0347,,0,0,0,0,175.04
57-0348,,0,0,0,0,95.48
57-0349,,3,0,0,0,111.39
57-0350,,19,1,0,2,46.54
57-0351,,4,0,0,0,95.48
57-0352,,0,0,0,0,20.68
57-0353,,1,0,0,0,95.48
57-0354,,2,0,0,0,159.13
57-0355,,3,0,0,0,95.48
57-0356,,10,2,0,0,52.83
57-0357,,0,0,0,0,54.1
57-0358,,3,0,0,0,47.26
57-0359,,1,0,0,0,52.67
57-0360,,6,0,0,0,95.48
57-0361,,2,0,0,0,95.48
57-0362,,5,2,0,0,95.48
57-0363,,4,0,0,0,95.48
57-0364,,10,0,0,0,95.48
57-0365,,0,0,0,0,95.48
57-0366,,25,0,0,0,95.48
57-0367,,2,0,0,0,95.48
57-0368,,10,0,0,0,95.48
57-0369,,13,0,0,0,95.48
57-0370,,6,0,0,0,95.48
57-0371,,3,0,0,0,95.48
57-0372,,0,0,0,0,95.48
57-0373,,2,0,0,0,95.48
57-0374,,19,0,0,1,42.54
57-0375,,4,0,0,0,95.48
57-0376,,0,0,0,0,95.48
57-0377,,1,0,0,0,95.48
57-0378,,0,0,0,0,95.48
57-0379,,2,0,0,0,95.48
57-0380,,5,0,0,0,95.48
57-0381,,0,0,0,0,95.48
57-0382,,0,0,0,0,31.42
57-0385,,3,0,0,2,16.05
57-0386,,16,0,0,0,27.06
57-0387,,0,0,0,0,39.79
57-0388,,0,0,0,0,97.06
57-0389,,0,0,0,0,90.71
57-0390,,0,0,0,0,55.7
57-0391,,0,0,0,0,50.92
57-0392,,0,0,0,0,85.92
57-0393,,0,0,0,12,38.19
57-0394,,0,0,0,0,47.74
57-0395,,0,0,0,0,41.38
57-0396,,0,0,0,0,55.7
57-0397,,4,0,0,3,15.57
57-0398,,0,0,0,0,127.3
57-0400,,0,0,0,0,95.48
57-0401,,1,0,0,1,13.64
57-0402,,0,0,0,0,95.48
57-0403,,0,0,0,0,32.84
57-0404,,0,0,0,0,70.02
57-0405,,0,0,0,0,33.87
57-0406,,0,0,0,0,119.35
57-0407,,3,0,0,1,10.06
57-0408,,12,0,0,4,15.01
57-0409,,5,0,0,8,15.89
57-0410,,41,0,0,3,11.26
57-0411,,0,0,0,2,15.42
57-0412,,7,1,0,1,12.78
57-0413,,0,0,0,0,186.19
57-0414,,29,1,0,7,10.76
57-0415,,1,0,0,0,95.48
57-0416,,7,1,0,1,13.41
57-0417,,4,0,0,0,39.79
57-0418,,10,0,0,0,31.82
57-0419,,13,0,0,0,31.82
57-0420,,0,0,0,0,47.74
57-0421,,19,0,0,0,17.5
57-0422,,22,0,0,0,95.48
57-0423,,3,0,0,0,95.48
57-0424,,1,0,0,0,95.48
57-0425,,11,1,0,8,13.76
57-0426,,10,1,0,3,13.55
57-0427,,40,0,0,2,13.94
57-0428,,12,0,0,8,18
57-0429,,9,1,0,0,43.74
57-0429GM,,0,0,0,0,96.54
57-0430,,0,2,0,1,60.48
57-0431,,3,0,0,0,110.44
57-0432,,27,0,0,0,26.28
57-0433,,14,9,0,16,15.52
57-0434,,0,0,0,0,317.94
57-0434FD,,0,0,0,0,22.9
57-0435,,18,2,0,1,14.9
57-0436,,25,0,0,0,63.66
57-0437,,11,0,0,1,65.43
57-0438,,1,0,0,0,19.16
57-0439,,22,6,0,6,33.91
57-0439A,,0,0,0,0,38.19
57-0440,,4,0,0,0,30.9
57-0441,,22,0,0,1,84.67
57-0442,,2,0,0,0,23.1
57-0443,,0,0,0,0,63.66
57-0444,,0,0,0,0,138.45
57-0445,,1,0,0,0,60.48
57-0446,,0,0,0,0,63.66
57-0447,,5,4,0,0,15.6
57-0448,,7,0,0,0,89.12
57-0449,,51,0,0,1,37.7
57-0450,,16,0,0,1,16.31
57-0451,,9,1,0,0,111.39
57-0452,,0,0,0,0,47.74
57-0453,,2,0,0,0,67.89
57-0454,,0,0,0,0,87.53
57-0455,,9,0,0,0,128.9
57-0456,,3,0,0,0,138.45
57-0457,,4,0,0,0,17.35
57-0458,,11,0,0,0,130.48
57-0459,,0,0,0,0,70.02
57-0460,,6,0,0,0,120.95
57-0461,,1,0,0,0,111.39
57-0462,,0,0,0,0,26.43
57-0462A,,0,0,0,0,38.19
57-0463,,51,0,0,1,17.16
57-0464,,0,0,0,0,120.95
57-0465,,0,1,0,0,105.82
57-0466,,21,0,0,0,92.3
57-0467,,0,0,0,0,108.21
57-0469,,0,0,0,0,63.66
57-0470,,31,1,0,4,34.9
57-0471,,9,1,0,11,19.09
57-0472,,0,1,0,5,68.39
57-0473,,0,0,0,0,21.31
57-0474,,7,3,0,13,23.49
57-0475,,119,38,0,4,32.26
57-0475A,,0,0,0,0,23.87
57-0475FD,,0,0,0,0,56.52
57-0476,,18,2,0,8,19.92
57-0477,,10,13,0,5,21.18
57-0477A,,0,0,0,0,39.79
57-0478,,5,0,0,1,16.91
57-0479,,94,1,0,7,21.09
57-0480,,0,0,0,0,63.66
57-0481,,0,0,0,0,105.03
57-0483,,4,0,0,0,95.48
57-0484,,8,0,0,0,79.56
57-0485,,28,2,0,6,14.78
57-0486,,23,7,0,2,13.59
57-0486GM,,0,0,0,0,32.42
57-0487,,0,0,0,0,45.85
57-0488,,8,2,0,0,75.58
57-0489,,13,0,0,0,92.3
57-0490,,111,19,0,2,16.28
57-0491,,7,0,0,0,63.66
57-0492,,0,0,0,0,61.72
57-0493,,43,0,0,0,16.03
57-0494,,5,1,0,0,49.32
57-0496,,2,0,0,0,101.84
57-0497,,0,0,0,2,79.56
57-0498,,0,0,0,0,55.7
57-0499,,3,0,0,0,35.44
57-0500,,174,0,0,1,35.16
57-0500A,,0,0,0,0,85.61
57-0500FD,,0,0,0,0,122.85
57-0501,,0,0,0,0,83.15
57-0502,,5,0,0,0,87.53
57-0503,,17,0,0,0,90.15
57-0504,,1,0,0,0,79.11
57-0505,,3,0,0,0,56.46
57-0506,,46,0,0,0,64.97
57-0507,,7,0,0,0,55.95
57-0508,,8,0,0,0,97.06
57-0510,,105,9,0,5,17.53
57-0510GM,,0,0,0,0,124.32
57-0511,,7,0,0,0,57.29
57-0513,,0,0,0,0,186.19
57-0514,,5,3,0,0,18.97
57-0515,,0,0,0,0,47.74
57-0516,,38,0,0,0,11.78
57-0517,,2,0,0,0,79.56
57-0519,,8,0,0,2,50.75
57-0521,,0,0,0,0,30
57-0522,,3,0,0,0,13.19
57-0522A,,0,0,0,0,17.5
57-0523,,7,0,0,0,18.5
57-0524,,0,0,0,0,143.22
57-0525,,0,2,0,0,52.45
57-0526,,11,0,0,0,66.84
57-0527,,0,0,0,0,73.21
57-0528,,0,0,0,0,136.86
57-0529,,10,0,0,0,97.06
57-0530,,8,0,0,0,69.54
57-0531,,43,0,0,0,19.51
57-0532,,8,1,0,0,41.38
57-0533,,57,0,0,0,90.71
57-0534,,4,1,0,0,63.34
57-0535,,17,0,0,0,52.83
57-0536,,19,4,0,0,64.14
57-0537,,129,0,0,0,12.36
57-0538,,19,0,0,0,31.82
57-0539,,12,0,0,0,84.34
57-0540,,9,1,0,0,55.7
57-0541,,11,1,0,0,109.8
57-0542,,1,0,0,0,17.87
57-0543,,3,0,0,0,68.42
57-0544,,3,0,0,0,73.73
57-0547,,37,0,0,0,11.92
57-0549,,0,0,0,0,26.57
57-0550,,0,0,0,1,27.86
57-0551,,48,0,0,0,20.68
57-0552,,8,4,0,2,11.68
57-0552A,,0,0,0,0,17.5
57-0553,,47,0,0,0,315.08
57-0554,,94,2,0,6,18.77
57-0555,,10,1,0,0,18.72
57-0555A,,0,0,0,0,50.92
57-0556,,28,1,0,1,25.3
57-0558,,15,2,0,0,31.8
57-0559,,5,0,0,3,10.54
57-0560,,25,1,0,0,18.12
57-0561,,13,0,0,1,21.8
57-0561A,,0,0,0,0,51.24
57-0562,,0,0,0,0,13.53
57-0562A,,0,0,0,0,41.38
57-0563,,22,0,0,0,13.4
57-0563A,,0,0,0,0,38.19
57-0564,,9,1,0,0,25.8
57-0565,,18,0,0,1,11.77
57-0566,,1,0,0,0,57.29
57-0567,,0,0,0,0,95.48
57-0569,,3,0,0,0,87.07
57-0570,,1,0,0,0,19.81
57-0571,,18,2,0,1,16.03
57-0571A,,0,0,0,0,53.15
57-0573,,1,0,0,0,19.7
57-0574,,14,0,0,2,13.41
57-0575,,68,0,0,6,23.19
57-0576,,22,1,0,1,17.97
57-0577,,43,0,0,0,15.13
57-0579,,14,2,0,2,15.12
57-0580,,19,0,0,1,12.47
57-0581,,28,0,0,2,18.31
57-0582,,12,1,0,1,11.09
57-0583,,0,1,0,0,48.72
57-0584,,10,2,0,2,33.06
57-0585,,0,0,0,0,18.78
57-0586,,35,0,0,0,31.5
57-0587,,4,1,0,3,16.95
57-0588,,0,6,0,0,16.09
57-0589,,33,3,0,0,14.49
57-0589A,,0,0,0,0,27.06
57-0590,,6,0,0,0,17.24
57-0590A,,0,0,0,0,58.88
57-0591,,50,0,0,0,16.16
57-0592,,0,0,0,0,23.89
57-0593,,9,0,0,0,15.4
57-0594,,5,0,0,0,20.6
57-0595,,29,0,0,3,11.13
57-0596,,49,0,0,0,25.19
57-0597,,51,0,0,1,14.29
57-0598,,105,1,0,0,26.22
57-0600,,25,19,0,5,14.97
57-0601,,3,0,0,0,19.63
57-0603,,12,0,0,1,14.49
57-0604,,9,0,0,1,20.55
57-0605,,7,0,0,0,14
57-0606,,1,0,0,5,21.69
57-0606,,1,0,0,5,35
57-0607,,50,0,0,0,33.42
57-0608,,12,2,0,0,36.54
57-0608A,,0,0,0,0,33.42
57-0609,,11,0,0,1,36.26
57-0609A,,0,0,0,0,70.02
57-0610,,15,0,0,1,33.81
57-0611,,4,1,0,1,16.3
57-0612,,191,8,0,1,31.14
57-0612FD,,0,0,0,1,98.75
57-0613,,0,0,0,0,198.92
57-0614,,6,2,0,0,18.57
57-0615,,0,0,0,0,44.2
57-0616,,8,0,0,2,20.08
57-0617,,15,3,0,1,37.3
57-0617FD,,0,0,0,0,133.6
57-0618,,3,4,0,0,18.28
57-0619,,3,3,0,1,28.44
57-0620,,0,0,0,0,229.14
57-0621,,5,1,0,0,19.33
57-0621A,,0,0,0,0,58.88
57-0622,,1,0,0,0,22.38
57-0623,,13,0,0,1,12.73
57-0624,,38,0,0,0,17.61
57-0625,,9,0,0,0,15.97
57-0626,,0,1,0,1,14.08
57-0627,,28,0,0,1,8
57-0628,,0,0,0,0,31.87
57-0629,,0,0,0,0,193.5
57-0630,,0,0,0,0,47.74
57-0631,,10,1,0,0,46.37
57-0632,,19,2,0,1,18.7
57-0633,,46,0,0,0,14.34
57-0634,,1,0,0,1,26.28
57-0635,,30,0,0,0,22.7
57-0636,,44,1,0,1,19.05
57-0637,,16,0,0,0,16.54
57-0638,,1,0,0,0,16.79
57-0639,,0,0,0,0,30.19
57-0640,,1,0,0,0,23.69
57-0641,,0,0,0,0,44.56
57-0642,,0,0,0,0,38.19
57-0643,,25,0,0,3,14.59
57-0644,,28,0,0,1,14.19
57-0645,,0,0,0,0,15.89
57-0646,,16,0,0,0,39.78
57-0647,,1,1,0,0,15.68
57-0650,,0,2,0,0,17.15
57-0650,,0,2,0,0,18.47
57-0651,,2,0,0,0,30.56
57-0652,,0,0,0,0,206.5
57-0653,,0,0,0,0,315.08
57-0654,,0,0,0,0,17.16
57-0655,,0,0,0,0,315.08
57-0656,,20,1,0,1,12.61
57-0657,,14,1,0,0,13.78
57-0658,,0,0,0,0,40.38
57-0659,,0,0,0,0,315.08
57-0660,,15,0,0,0,70.02
57-0661,,2,0,0,0,16.5
57-0662,,0,0,0,0,218.3
57-0663,,0,0,0,0,315.08
57-0664,,0,0,0,0,315.08
57-0665,,20,2,0,7,30.09
57-0666,,0,0,0,0,77.98
57-0668,,0,0,0,0,112.98
57-0669,,34,4,0,1,16.5
57-0671,,1,0,0,0,49.5
57-0672,,0,0,0,0,27.9
57-0673,,0,0,0,0,23.64
57-0674,,0,0,0,10,21.06
57-0675,,10,0,0,0,13.57
57-0676,,3,0,0,0,15.71
57-0677,,1,1,0,0,216.43
57-0678,,0,0,0,0,245.06
57-0679,,72,1,0,0,8.89
57-0680,,309,10,0,0,12
57-0681,,18,0,0,1,14.6
57-0682,,0,0,0,0,25.47
57-0683,,35,0,0,1,17.37
57-0684,,6,0,0,0,13.84
57-0685,,0,0,0,0,10.99
57-0686,,1,0,0,0,58.59
57-0687,,1,0,0,0,21.01
57-0688,,0,0,0,0,22.28
57-0689,,5,0,0,0,36.7
57-0689A,,0,0,0,0,85.92
57-0690,,0,0,0,0,19.64
57-0691,,0,0,0,1,95.48
57-0692,,0,0,0,0,58.88
57-0694,,6,0,0,0,14.66
57-0695,,37,1,0,1,17.39
57-0695FD,,0,0,0,0,75.85
57-0696,,5,0,0,1,23.54
57-0697,,0,0,0,0,23.73
57-0698,,3,0,0,1,16.68
57-0699,,0,0,0,0,23.87
57-0700,,0,0,0,0,19.8
57-0701,,11,1,0,3,16.46
57-0702,,0,0,0,0,17.27
57-0703,,6,0,0,0,31.5
57-0704,,0,0,0,0,16.65
57-0705,,0,0,0,0,27.12
57-0706,,25,1,0,0,20.2
57-0707,,0,0,0,0,14.93
57-0708,,0,0,0,0,15.27
57-0709,,1,0,0,0,23.91
